NaN	2015.1589
NaN	2.1865
0	45.1254
1	41.7582
2	39.8815
3	39.1959
4	39.2711
5	39.5142
6	39.872
7	41.1442
8	42.7896
9	42.6153
10	44.0076
11	47.9666
12	47.4823
13	49.1207
14	49.9559
15	50.5926
16	55.1582
17	60.8846
18	65.1753
19	70.797
20	73.0224
21	74.3435
22	75.3982
23	75.113
24	72.5706
25	70.6909
26	69.0696
27	68.1769
28	66.804
29	64.4562
30	61.9394
31	58.5157
32	55.3618
33	53.4042
34	52.0303
35	50.9832
36	49.5342
37	48.2187
38	47.5786
39	46.8816
40	47.0592
41	46.8364
42	47.0482
43	45.1801
44	43.1179
45	40.4523
46	41.9021
47	45.5382
48	45.4216
49	44.2551
50	43.0224
51	41.4814
52	39.9404
53	39.1299
54	39.416
55	41.1673
56	43.3337
57	42.8143
58	41.4731
59	40.9859
60	41.0161
61	42.2283
62	46.1403
63	47.9622
64	49.0245
65	50.1923
66	51.3416
67	49.4088
68	48.5897
69	47.8501
70	47.0531
71	46.2436
72	54.3525
73	48.9022
74	45.99
75	44.2239
76	43.6685
77	43.1775
78	43.498
79	44.01
80	44.4036
81	44.7518
82	45.1608
83	45.5637
84	45.8462
85	46.1101
86	46.3538
87	46.4414
88	46.8242
89	47.543
90	48.484
91	48.2633
92	47.5356
93	46.4643
94	46.8562
95	47.0025
96	45.6473
97	43.9977
98	45.8508
99	48.671
100	49.5205
101	50.0486
102	50.5773
103	51.0898
104	51.4224
105	51.5898
106	48.5054
107	53.9891
108	57.6548
109	56.714
110	55.877
111	55.0638
112	54.867
113	55.0441
114	55.7028
115	55.9643
116	56.1103
117	60.2885
118	64.956
119	60.3342
120	57.8588
121	57.2895
122	56.72
123	55.9729
124	55.6227
125	55.1036
126	57.599
127	58.7673
128	58.6757
129	57.7006
130	52.692
131	57.6809
132	58.8342
133	58.312
134	57.1405
135	58.2501
136	63.2267
137	65.7701
138	70.0655
139	74.7424
140	71.7822
141	68.1007
142	61.5225
143	59.589
144	58.09
145	57.4554
146	56.1243
147	53.3458
148	48.3652
149	45.5568
150	46.1899
151	46.2944
152	46.1933
153	45.335
154	45.0434
155	45.0544
156	45.1606
157	44.6461
158	44.8253
159	44.6204
160	46.4501
161	46.8662
162	50.2041
163	48.8838
164	44.9602
165	43.3613
166	43.2354
167	43.7436
168	44.5612
169	44.6718
170	45.2779
171	45.8146
172	46.1715
173	46.2178
174	46.969
175	48.1223
176	49.4219
177	52.2747
178	55.7312
179	58.3743
180	61.1592
181	63.3017
182	67.7753
183	69.6211
184	72.4789
185	69.8426
186	69.7827
187	68.2727
188	66.6905
189	70.2211
190	69.8409
191	63.9063
192	63.2988
193	61.8992
194	64.5328
195	72.1076
196	78.3538
197	81.6154
198	83.2308
199	85.8787
200	86.378
201	80.645
202	78.5508
203	77.1836
204	73.8322
205	68.2479
206	64.8644
