39	53.3125	51.328	41.5354	43.5311	51.7007	54.743	52.2411	36.2553	38.3252	28.5837	28.7265	22.2703	14.6566	16.9990
40	46.0839	46.5071	36.5767	38.3761	48.7741	55.1044	48.337	34.1753	35.5857	29.1519	26.6789	22.6022	14.2265	15.5900
42	31.9346	33.1557	25.4455	28.3181	40.1085	42.5381	40.5995	24.6875	27.1654	20.9569	18.1035	13.4006	5.49473	7.0435
43	32.6588	35.0994	27.5602	31.749	44.232	45.8286	47.0839	27.4485	30.893	24.7065	22.6282	17.6286	10.064	11.5077
44	33.4897	37.4527	29.8566	34.5588	47.009	47.1541	47.335	30.5287	34.101	26.3733	26.2299	21.1732	13.5663	15.9581
45	36.4505	39.2772	30.7025	35.842	49.3142	46.1602	48.9135	34.18	37.1189	28.0401	27.3372	22.4235	13.6538	18.7178
46	39.2912	40.4752	31.3778	37.5887	51.7858	44.8097	50.7835	36.4664	40.1226	27.7178	28.6981	23.7359	15.5974	21.4060
47	42.0513	41.1415	32.6391	40.8049	54.1027	44.8384	55.292	37.466	41.9052	26.6283	31.5312	26.7095	19.6045	26.1037
48	44.6627	40.959	35.8198	44.5936	55.5982	44.875	53.5638	39.5142	43.2759	27.4207	34.8951	31.282	25.1692	29.2536
49	47.2509	41.8182	38.328	47.138	55.8175	46.4522	53.2392	40.9978	43.5363	33.8845	37.8152	34.814	27.6292	30.5850
50	49.8082	43.3841	40.2412	47.9388	57.4601	47.2391	53.4496	40.3467	43.4642	33.4192	38.9071	35.5334	27.4594	31.6426
51	52.3927	44.1259	40.2045	47.7924	57.829	47.9213	52.7911	38.8647	42.9266	28.0618	37.7575	33.711	25.7585	31.5818
52	54.0624	45.181	39.3929	47.6262	54.4695	48.8622	50.7519	37.0857	41.8672	24.6632	34.5315	30.6442	24.87	33.2396
53	53.952	45.3621	39.3244	47.4245	52.6372	49.0255	48.3505	36.3641	40.9347	21.4689	32.5475	29.9419	26.7417	34.8456
54	52.8112	46.741	39.8573	47.2228	50.7776	48.8879	47.4883	36.2223	40.5197	25.355	32.0131	31.1058	32.5312	37.8882
55	50.8485	46.9024	40.8873	46.7524	51.0658	48.2546	47.0601	36.226	40.1047	31.5773	31.3945	31.4683	37.5761	42.1575
56	48.8858	47.347	40.7879	45.578	50.6001	47.8469	46.6422	36.2285	39.2593	31.3939	29.9216	29.6704	39.651	44.5038
57	46.9231	46.1409	40.2834	43.6051	48.9722	47.8621	46.3714	35.1141	37.8201	28.4136	28.6731	27.4068	38.0616	48.0909
58	45.4868	44.2414	39.9346	40.7806	46.4228	47.3471	44.5661	31.5634	35.6549	20.7023	25.1952	24.3195	34.3528	51.7186
60	54.8862	52.9442	48.2789	48.0149	54.0954	56.1991	51.6311	36.6372	42.8443	26.0292	31.4842	32.9226	43.9847	63.1355
61	52.8168	47.5649	44.5476	44.2434	50.3236	52.9635	47.4638	30.4043	37.3206	22.0298	26.1708	34.6015	44.8611	59.0651
62	52.37	44.6274	42.6844	41.3753	47.9483	48.2451	44.1284	27.4059	32.5537	19.6388	22.2957	34.0759	47.4532	55.3968
64	60.059	50.0276	47.3139	46.368	52.0239	48.5426	48.0451	30.8397	35.8578	22.7019	25.8129	39.4186	55.8825	61.7759
65	53.4092	43.2731	38.5151	40.6045	41.5476	38.6758	37.9361	23.4904	27.6516	9.2502	21.5073	29.061	53.6322	55.6181
66	46.7586	37.6401	32.8678	35.5713	33.9595	33.6761	28.598	18.9405	22.9835	7.51309	20.831	26.2644	49.1253	48.3885
67	41.4281	32.862	28.8084	31.1324	30.4082	30.7558	25.0943	16.3538	21.9864	10.5375	21.7315	32.0652	46.7652	45.8222
68	37.6197	28.1978	26.2023	26.9671	30.055	28.7965	24.6501	14.7884	22.3259	13.2505	21.5482	41.1701	44.3767	43.4985
69	37.5175	25.9328	24.0638	22.8018	30.9159	26.879	25.7944	13.4968	22.8825	14.0971	20.4748	41.9461	41.9817	42.2534
70	36.8983	23.0394	22.2482	18.829	30.2423	26.5398	28.6251	13.4294	23.0467	10.4654	20.6344	39.6464	39.5837	39.9876
71	35.9796	21.9067	20.0761	16.245	28.5055	27.056	28.6607	13.0298	23.0836	8.14859	20.6012	38.933	38.8758	38.3827
72	35.0608	21.0367	19.1547	15.5138	25.0221	25.5625	26.9871	12.4259	22.7247	6.86969	21.4721	40.3089	40.2913	39.5824
73	33.9105	21.8958	18.1095	15.3359	23.6898	23.6632	25.408	11.7642	22.3657	5.67211	23.0299	40.0037	40.0999	35.3430
74	31.7038	23.9702	17.7446	15.6736	24.4038	20.935	23.4477	11.1076	22.5253	9.26694	25.3806	40.7623	40.8194	33.8951
75	30.3754	25.4727	17.3379	16.1517	24.9961	18.4031	20.8954	10.5347	22.9331	11.2681	28.5271	41.521	37.604	40.7507
76	29.0539	26.7359	17.2623	16.4026	25.334	16.338	18.6405	9.04863	22.9693	10.5686	33.6927	42.1641	37.5891	42.3567
77	27.7623	26.4063	17.2651	16.0376	24.5656	15.4627	16.5476	7.8636	22.9788	9.53448	37.3017	43.128	37.394	43.5178
78	26.4821	25.826	17.3792	15.3775	23.7466	14.5875	14.43	7.28668	23.2011	8.73322	40.5552	36.9459	37.4499	45.2339
79	25.2269	25.3787	17.7638	15.1044	23.0806	14.076	12.328	6.73705	24.2246	8.36746	41.9117	34.5728	37.1412	47.6287
80	23.9716	24.2836	18.0088	14.9202	23.0914	13.0008	10.4164	6.32307	25.2481	8.27444	42.5955	39.3149	39.3149	40.8768
83	32.5447	32.1142	26.2274	23.0203	30.8801	18.6719	15.8384	13.0928	34.2346	15.6823	46.7568	49.1795	49.1795	46.5561
84	39.3525	36.42	33.0745	29.1491	35.2107	20.6357	17.241	16.3673	40.2149	21.0196	53.425	53.5268	48.139	50.6264
85	45.7291	40.7622	40.7768	34.252	39.2375	22.3957	18.5426	18.9461	44.272	26.9666	58.6714	58.8337	50.5701	55.6428
86	49.1639	45.5913	46.1843	36.0915	41.1273	23.8114	19.3188	20.3149	47.2952	33.919	62.5255	62.4426	54.5143	58.9861
87	50.706	47.7588	50.1657	36.6802	42.9942	23.5306	19.1021	20.715	48.0838	41.5741	63.7396	63.6138	56.3522	60.0419
88	50.5302	48.4367	53.5	35.3371	40.5862	19.9956	17.4563	19.3051	47.4895	47.1437	59.5658	59.5226	56.9973	59.6433
90	44.7938	42.1695	47.4713	28.7272	31.4406	11.7159	10.345	12.0857	41.2657	44.4187	52.1564	52.0631	52.0631	52.0582
91	45.7267	44.4076	47.2203	29.2393	28.8064	9.76798	10.726	13.0386	43.9546	49.1589	54.5322	54.5284	54.6967	54.3768
92	45.222	46.5992	46.2389	NaN	23.2822	5.51478	8.41108	11.4154	46.2139	51.7974	63.1256	63.2048	58.1886	64.1622
94	77.5829	78.6936	79.9859	NaN	44.3043	19.8704	22.2241	33.2037	77.8698	83.0917	95.5336	95.5669	90.5773	96.6118
95	71.2619	71.8976	70.6976	NaN	36.317	12.645	10.8455	23.3998	70.1727	67.5166	85.0384	85.14	84.5249	84.1094
96	66.404	68.4436	64.9852	NaN	32.3536	9.90602	8.79006	21.2612	63.4612	58.4773	83.8981	84.0184	83.5745	83.5594
97	64.8329	69.7205	63.7473	NaN	31.745	10.703	13.2148	25.2204	64.2537	58.9584	82.7578	82.8701	82.8701	82.3573
98	64.2732	72.3729	64.8204	NaN	33.2631	14.0534	19.5211	29.3159	68.2084	62.1037	81.6274	81.7136	81.7136	80.8856
99	61.3499	72.8811	65.0487	NaN	38.5535	17.5602	22.9819	33.5342	69.77	64.9996	80.6523	80.6962	80.6962	80.7124
100	57.7041	72.6892	65.4985	NaN	42.1921	21.0121	23.9023	38.1033	70.3415	69.1308	80.2691	80.2611	80.2611	79.7423
101	53.9224	71.4494	67.0336	NaN	43.5209	24.6006	26.3649	42.6724	74.7582	74.6415	83.6325	83.862	79.7961	79.5445
102	54.6745	71.7101	68.7823	NaN	44.696	28.3958	31.7068	46.5264	82.3606	69.2919	84.1447	84.31	84.31	78.9277
103	57.6949	72.9585	70.7822	69.8925	50.1495	32.3134	37.0895	51.7507	80.8863	69.9556	80.7517	80.7762	80.7762	79.4239
104	61.4348	73.9808	72.0825	72.9303	54.157	35.9916	42.9291	56.0919	81.2844	69.5096	81.1475	81.2323	81.2323	80.8718
105	110.305	73.7676	70.5205	75.1408	58.1645	39.7597	44.3115	59.4377	81.6826	68.2311	81.5434	81.6884	81.6884	78.0146
106	67.9592	73.1634	67.2434	74.3587	61.4764	44.049	44.7779	60.6662	81.6184	64.633	81.9392	82.1445	82.1445	77.8094
107	63.5629	72.6423	60.9619	NaN	64.5178	49.3049	47.2336	60.2087	75.9144	62.1079	82.286	82.3954	78.3766	79.1905
110	47.7333	55.4865	42.6311	NaN	49.7903	41.3373	34.3262	44.5845	64.3877	46.3438	66.4635	66.464	66.464	63.8957
111	46.2353	53.2267	38.2121	46.3761	51.402	42.2473	35.1773	43.473	63.4263	46.9126	63.6491	63.5115	63.5115	61.1711
112	44.3744	51.8026	37.6252	47.2291	52.9845	42.46	37.1149	43.3592	62.8048	47.1262	62.9756	63.081	63.081	61.2731
113	40.7069	51.9386	37.4083	45.4734	53.4902	41.6078	37.961	43.6823	63.4876	46.8093	63.5995	63.6715	63.6715	61.7455
114	41.2496	51.8293	36.7966	43.8048	53.7651	40.6358	36.1033	44.0214	64.1705	45.3145	64.2235	64.262	64.262	61.8546
115	42.7833	48.8688	35.036	42.4674	53.5984	39.4786	34.5216	44.435	59.5239	42.8489	59.8876	59.5927	59.5927	57.7807
116	41.2586	44.6615	31.8647	39.6917	53.0148	37.5149	32.48	43.0893	54.3691	39.2339	54.7023	54.6052	54.6052	53.3743
118	21.7081	24.0434	11.3778	20.2123	33.7379	18.9537	13.3403	24.8999	34.4724	22.1196	34.7355	34.6716	34.6716	33.8056
119	23.6585	22.2031	8.53002	18.3973	31.6454	20.5767	13.5569	27.6841	34.9205	22.6166	35.1094	35.0822	35.0822	32.6435
120	24.0949	21.6815	4.78217	14.3039	31.6563	18.5146	12.5901	31.4014	31.4222	30.2517	31.4542	31.4417	31.4417	27.2022
122	30.0211	24.8686	0.863187	5.68267	17.8483	8.17353	10.6322	17.97	17.9142	18.2081	18.1095	18.1783	18.1783	17.3517
124	44.9086	43.3102	5.36184	NaN	11.4894	4.39881	12.8953	7.55872	17.3238	10.6606	16.5924	14.7721	16.6694	18.0911
125	26.0534	32.7677	6.24739	NaN	11.125	4.75741	10.3213	5.6308	17.6198	8.50438	14.9078	13.5003	13.4979	17.7892
126	15.7305	28.8373	5.22527	NaN	11.3351	4.75615	8.80635	8.13672	19.6183	7.42905	14.4406	9.57327	9.14767	16.8462
