NaN	2015.1575
NaN	2.1827
1	100.67
2	98.7401
3	93.1347
4	93.2691
5	93.1647
6	97.2968
7	102.029
8	106.626
9	109.976
10	120.327
11	119.043
12	118.622
13	118.031
14	118.593
15	113.256
16	109.664
17	108.659
18	111.299
19	113.41
20	114.677
21	115.695
22	116.708
23	117.559
31	98.0441
32	97.4025
33	97.127
34	99.8034
35	102.283
36	104.501
37	105.944
38	107.316
39	108.763
40	109.551
41	107.612
43	91.8775
44	97.3536
45	101.223
46	100.305
47	101.939
48	105.967
49	107.203
50	108.739
51	113.318
52	109.583
53	106.864
54	105.878
55	104.552
56	103.289
58	96.8357
59	98.6029
60	96.5891
61	93.1817
62	90.9323
63	88.1436
64	85.1145
65	79.7948
66	74.8861
67	73.9988
68	77.4913
69	78.194
70	79.1749
71	78.3455
72	76.3859
73	76.2927
74	74.4551
75	74.1445
76	75.7313
77	74.0102
78	71.116
79	69.4525
80	64.5967
81	63.6749
82	64.578
83	64.5109
84	65.5329
85	67.2085
86	69.999
87	75.2719
88	78.1321
89	80.7049
90	84.4616
91	91.3161
93	91.4823
94	88.5332
95	88.2177
96	87.6919
97	86.671
98	87.6239
99	91.0203
100	92.1572
101	93.9855
102	94.591
103	91.4702
104	87.4034
105	86.273
106	85.0315
107	84.2133
108	83.3601
109	87.5455
110	90.0033
111	90.9054
112	91.7696
113	86.5736
114	83.6134
115	80.2527
116	78.2491
117	77.0651
118	76.8469
119	77.7909
120	79.1456
121	79.8987
122	80.0716
123	81.1391
124	81.6169
125	82.5873
126	84.34
127	84.307
128	83.4879
129	83.7604
130	84.6517
131	84.5538
132	86.896
133	79.9573
135	79.1376
136	82.7302
137	90.637
138	95.0069
139	98.0514
140	101.065
141	103.609
142	104.086
143	104.239
144	103.601
145	102.114
146	100.39
147	100.821
148	96.4125
149	89.7405
150	81.291
151	74.5433
152	68.4561
153	75.2145
154	77.785
155	81.2407
156	86.1838
157	93.0219
158	93.8903
159	97.5354
160	101.181
161	101.466
162	99.926
163	97.5472
164	93.2054
165	87.7144
166	95.3421
167	99.1885
168	100.701
169	101.381
170	101.989
171	103.307
172	101.184
173	99.823
174	99.4196
175	102.698
176	100.947
177	98.5601
178	96.7522
179	96.0701
180	96.0579
181	94.2605
182	89.6774
183	86.3175
184	86.3732
185	84.7576
186	59.9499
187	59.2407
188	60.0663
189	62.0302
190	64.3929
191	63.8021
192	60.6875
193	60.035
194	60.6444
195	61.09
196	59.6358
197	57.9985
198	57.2784
199	58.5753
200	59.783
201	60.879
202	63.114
203	64.9778
204	63.844
205	60.6688
206	61.1921
207	62.7773
208	69.2162
210	66.4739
211	62.0577
212	61.2923
213	61.3636
214	62.1704
215	69.1173
216	64.181
217	65.865
218	67.1653
219	68.4655
220	67.1637
221	65.7214
222	62.1932
223	57.9011
224	58.0106
225	58.138
226	57.2425
227	55.8271
228	54.4116
229	54.1708
230	52.4416
231	50.7124
232	49.9
233	46.7852
234	45.1132
235	44.4263
236	44.8409
237	46.3103
238	48.4678
239	49.2765
240	50.1487
241	51.1526
242	53.0996
243	54.6057
244	54.616
245	53.5821
246	55.1035
247	56.1534
248	56.1793
249	56.287
250	56.9935
251	58.1974
252	57.3711
